job_id,task_id,src_endpoint,src_bucket_name,src_object_name,dst_endpoint,dst_bucket_name,dst_object_name,range_begin,range_end
9eab7baa-6bd1-43c1-b27e-b6c895391d82,d0d77075-b963-439f-a224-283d980c2832,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,1400,1500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,7c1619f2-fbff-4504-a901-d65e1aa34cff,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,1500,1600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,92e68b10-6b80-4d23-8fb9-084c8a48b03d,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,1600,1700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,dd0487fc-fda8-4816-bd70-566a297060cc,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,1700,1800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,afcb2bfb-9922-451b-8305-d381839fd886,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,1800,1900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,566a04a5-c733-41ba-9e01-ca56020506c3,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,1900,2000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,bcd07fda-e9b5-407e-b746-627a57bbb626,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,2000,2100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,bad94821-bb37-415d-a4ff-820e8c57e821,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,2100,2200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2200,2300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2300,2400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2400,2500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2500,2600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2600,2700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2700,2800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,6e902e97-12ba-4005-9a17-78f9e3c06277,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2800,2900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,ea848288-a1a1-42ee-8d0a-07d4dfa01d28,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,2900,3000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,be4c1147-b8de-423b-b20d-cd7b2e23c266,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3000,3100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,cd303d5e-d399-477f-80eb-635a6d4534f7,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3100,3200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,13b7d4c9-c645-4753-946e-86b1f3ab00b6,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3200,3300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,45c8081c-c98c-4f1d-8f72-281e710122ea,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3300,3400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,10423124-44ed-4d0c-bdc0-6cc7763c49a1,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3400,3500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,f8c0eb72-7fb2-4cbe-a120-60f7fd5be4e2,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,3500,3600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,11886b69-4a2d-4572-bbe1-004e13621c78,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,3600,3700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,401fbf80-19a5-4b02-b3be-ec86d248d64a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,3700,3800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,a9e76c22-71ca-4b42-ac47-6f1785eccf3a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,3800,3900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,9f676fdc-8293-423c-a54f-824bdee23119,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,3900,4000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,5f869f36-f1bc-4741-8bde-fed229a9fd0a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4000,4100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,a33b3212-212c-4f7a-af41-3dfb31fdf0e1,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,4100,4200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,41d0b27f-f7f1-4886-b062-ad3cb720c43a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,4200,4300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,783752d7-b5c7-4181-ad1e-ed26fd7c14b1,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,4300,4400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,18fc7349-30cc-4d0e-b8cc-eca591a0144a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4400,4500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,8ed9da99-c98a-47ca-9eb7-b3a64b6ebd20,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4500,4600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,23039594-0fa8-4ebd-8afe-8cc5d0fd57f8,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4600,4700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,c111c0c3-7924-4297-875a-533779c5b950,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,4700,4800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,5da4a9c6-1b2c-4121-97bd-1049698e5212,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4800,4900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,85d014ad-d7d6-4016-b6af-fb59ce34b785,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,4900,5000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,3fa9f014-4782-4998-8827-e717ea03c475,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5000,5100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,3c1ac2f8-1a81-435f-85d7-457a5174203a,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5100,5200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,9e2a82e6-dc13-414b-9db6-06bb21bbb26d,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5200,5300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,438f5de4-80d5-45b7-baa7-fc696d091e31,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5300,5400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,6da25cc6-6bc3-4564-849c-da39b426fb72,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5400,5500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,1e6dca5d-64cb-4cda-8614-ca5f0273d10d,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5500,5600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,b2a692ba-e17c-4ce4-a472-cd5dc7a468b3,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5600,5700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,4b73945b-31a6-4850-b7bf-433e0d270a10,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5700,5800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,e6cceb0c-442f-420d-940e-5a7b95789d2f,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5800,5900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,20bc85b9-2a24-4a18-acf7-a643c3986d2f,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,5900,6000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,5fef876e-7147-430d-978a-313eef3881da,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,6000,6100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,a5b4e649-8f55-4174-853e-6e5161784f84,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,6100,6200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,7dc49262-eeb4-4594-ae81-21de4add2df0,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,6200,6300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,0c972936-8e2c-4ee0-843c-1c79256cd4ef,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,6300,6400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,3ec87ff7-68f1-4448-865b-86d8cf2c5c6e,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,6400,6500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,c0a514b5-84a4-4f28-bffc-3a87e2bc2185,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,6500,6600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,6f095cac-13e8-4889-8549-46c8abf8d394,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,6600,6700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,d31cde2e-03eb-418d-a8ef-04edaa11d425,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,6700,6800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,54db403b-b639-499d-83f1-cc2e82abe90b,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,6800,6900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,208896e3-4a83-48c9-a937-d4f1238cb5a4,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,6900,7000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,b1c8a826-23bf-4d78-9df3-5f91cceb3aa5,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7000,7100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,cfc89eff-f005-4255-87f4-63fbd847ee77,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7100,7200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,d1e64b33-1eb0-474c-977a-08533da901cc,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7200,7300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,c8c844ae-49a9-4379-9a81-38f7dbcc95c5,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,7300,7400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,40ad1495-7a6e-4e38-9126-df637cdeaa90,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,7400,7500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,9975e724-43df-4b99-b512-f1ecf12d02bc,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7500,7600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,77a6941b-722c-43e4-8a26-700dcca5d5a8,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,7600,7700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,bcbe8218-c26b-4fed-8228-611832743565,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,7700,7800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,8ed89ba7-c3e2-4428-86e4-547f2326d1dd,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7800,7900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,422f3f8a-b034-4ce1-a4f7-b675dafda7fa,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,7900,8000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,4671dd35-0dab-47ef-ba9c-44aead73c1b0,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,8000,8100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,0eca2a59-8f3a-44b6-bb55-2e2d969fcdb6,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,8100,8200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,f6bb1e82-b466-4a87-ad58-2645ad75d453,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,8200,8300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,982cb2e0-00e2-422d-af64-6401c5ebfba3,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,8300,8400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,82bc86eb-1952-4280-9248-07abb49d99e3,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,8400,8500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,4e512c20-fbd8-4888-ac8e-444897f69a2b,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,8500,8600
9eab7baa-6bd1-43c1-b27e-b6c895391d82,0a4748f0-e12d-4a6a-8d75-fe096b7ab794,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,8600,8700
9eab7baa-6bd1-43c1-b27e-b6c895391d82,5914d821-0f57-4f24-b74b-cab75b7e8991,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,8700,8800
9eab7baa-6bd1-43c1-b27e-b6c895391d82,8bd6fc67-193c-4051-b78f-0e46027899aa,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,8800,8900
9eab7baa-6bd1-43c1-b27e-b6c895391d82,1ec4a97f-8271-44e0-b384-ab2fceaf2719,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,8900,9000
9eab7baa-6bd1-43c1-b27e-b6c895391d82,96ba86e1-6885-42a7-b7f9-a2927b340f7d,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,9000,9100
9eab7baa-6bd1-43c1-b27e-b6c895391d82,c7e696a4-3834-440a-b416-1a4b2f5200fc,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,9100,9200
9eab7baa-6bd1-43c1-b27e-b6c895391d82,e43d82c4-b52a-451a-96c8-813aa23d266d,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,9200,9300
9eab7baa-6bd1-43c1-b27e-b6c895391d82,8cacf26e-ec60-4cf0-8afa-8d0365893e11,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,9300,9400
9eab7baa-6bd1-43c1-b27e-b6c895391d82,064af2b3-8b11-495f-b1a0-b7950e1d2215,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-3-36-70-139.ap-northeast-2.compute.amazonaws.com:9000,malicious-bucket,,9400,9500
9eab7baa-6bd1-43c1-b27e-b6c895391d82,daab47e6-7afa-45ba-a32c-c3ab07eee91f,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,normal-bucket,,9500,9600
